"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","1986-05-07","1","Surface Water","1","N/A","3.7","64","4.6","180","190","0.38","0.14","N/A","7.7","<0.2","19.3","N/A","N/A","17","26.4","N/A","1.7","2.22","0.71","18","N/A","N/A"
"Deep Bay","DM2","1986-08-07","1","Surface Water","1.8","0.088","0.8","78","5.4","7","8","0.33","0.016","0.089","8","1.1","16.1","N/A","2.8","7.5","29.7","0.43","0.22","0.57","0.13","13","0.006","0.5"
"Deep Bay","DM2","1986-10-03","1","Surface Water","0.6","0.449","1.5","72","5","9","10","0.22","0.119","0.13","8","<0.2","25","N/A","3","7.5","26.2","0.79","0.65","0.99","0.28","19","0.022","1"
"Deep Bay","DM2","1986-12-18","1","Surface Water","2.6","2.5","2.3","63","4.9","2300","2400","0.21","0.419","0.8","7.6","2.3","26.9","0.4","4.7","50","19.1","3.13","4","4.63","0.9","57","0.031","6.5"
"Deep Bay","DM3","1986-02-14","1","Surface Water","1.6","N/A","18","120","N/A","100","100","N/A","N/A","N/A","8.2","N/A","30.1","N/A","N/A","32","17.6","N/A","0.8","N/A","0.22","3.2","N/A","N/A"
"Deep Bay","DM3","1986-02-14","1","Middle Water","N/A","N/A","N/A","120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.2","N/A","N/A","N/A","17.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Deep Bay","DM3","1986-02-14","1","Bottom Water","N/A","N/A","N/A","115","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.2","N/A","N/A","N/A","17.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Deep Bay","DM3","1986-05-07","1","Surface Water","0.7","N/A","1.7","60","4.3","30","32","0.47","0.095","N/A","7.7","1.4","20.8","N/A","N/A","16","26.2","N/A","0.79","1.36","0.51","20","N/A","N/A"
"Deep Bay","DM3","1986-08-07","1","Surface Water","1.5","0.025","2.7","79","5.7","17","26","0.399","0.019","0.01","8.1","0.3","15.5","N/A","3.9","4.5","28.7","0.44","0.11","0.53","0.04","10","0.002","1"
"Deep Bay","DM3","1986-08-07","1","Bottom Water","2.3","0.05","1.5","76","5.5","41","43","0.32","0.014","0.02","8.1","1.4","18.6","N/A","3","10","28.4","0.38","0.25","0.58","0.1","15","0.004","<0.5"
"Deep Bay","DM3","1986-10-03","1","Surface Water","0.6","0.179","2.7","77","5.2","12","16","0.169","0.037","0.11","8","<0.2","26.6","N/A","2.4","10","26.6","0.39","0.49","0.7","0.14","20","0.009","2"
"Deep Bay","DM3","1986-10-03","1","Bottom Water","0.7","0.19","2.7","73","5","29","30","0.199","0.037","0.039","8","<0.2","26.8","N/A","2.1","12","26.4","0.43","0.45","0.69","0.17","17","0.009","1.5"
"Deep Bay","DM3","1986-12-18","1","Surface Water","1","1.199","2.1","79","6.1","290","320","0.339","0.24","0.47","7.9","<0.2","29.2","N/A","3.2","19","19","1.78","1.9","2.48","0.5","21","0.025","3"
"Deep Bay","DM4","1986-02-14","1","Surface Water","1.3","N/A","3","96","N/A","<4","<4","N/A","N/A","N/A","8.1","N/A","29.7","N/A","N/A","20","16.8","N/A","0.7","N/A","0.04","1.9","N/A","N/A"
"Deep Bay","DM4","1986-02-14","1","Middle Water","N/A","N/A","N/A","94","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31.1","N/A","N/A","N/A","16.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Deep Bay","DM4","1986-02-14","1","Bottom Water","N/A","N/A","N/A","93","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","31.1","N/A","N/A","N/A","16.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Deep Bay","DM4","1986-05-07","1","Surface Water","0.8","N/A","4.9","105","7.6","28","29","0.25","0.011","N/A","8.2","3.8","21.8","N/A","N/A","5.5","26.1","N/A","<0.05","0.29","0.04","8.1","N/A","N/A"
"Deep Bay","DM4","1986-08-07","1","Surface Water","2.9","0.006","1.1","79","5.7","78","84","0.419","0.077","0.01","7.9","1.1","14.4","N/A","4.8","4","28.5","0.5","0.15","0.65","0.04","7","0.001","<0.5"
"Deep Bay","DM4","1986-08-07","1","Bottom Water","2.1","0.056","1.1","70","5.1","130","200","0.309","0.013","0.02","8","2.1","20.6","N/A","3.1","43","27.9","0.38","0.28","0.6","0.07","90","0.003","4"
"Deep Bay","DM4","1986-10-03","1","Surface Water","0.6","0.05","1.5","77","5.2","23","36","0.16","0.028","0.01","8","<0.2","28.3","N/A","1.5","8.5","27","0.24","0.35","0.54","0.05","2.6","0.002","0.5"
"Deep Bay","DM4","1986-10-03","1","Middle Water","0.6","0.045","1.5","76","5.1","N/A","N/A","0.149","0.024","<0.01","8.1","0.3","28.4","N/A","1.5","5.5","26.9","0.22","0.4","0.57","0.06","23","0.003","<0.5"
"Deep Bay","DM4","1986-10-03","1","Bottom Water","0.5","0.199","1.3","75","5.1","230","240","0.11","0.02","<0.01","8.1","0.4","29.4","N/A","1.3","15","26.9","0.33","0.27","0.4","0.07","32","0.012","2"
"Deep Bay","DM4","1986-12-18","1","Surface Water","0.6","0.35","2.1","86","6.6","180","200","0.3","0.13","0.19","7.9","0.3","29.5","0.5","2.3","11","19","0.78","0.63","1.06","0.2","14","0.008","2"
"Deep Bay","DM4","1986-12-18","1","Bottom Water","0.9","0.41","2.1","86","6.6","290","300","0.3","0.11","0.19","8","0.4","29.6","0.5","2.3","12","19","0.82","0.61","1.02","0.2","12","0.011","1.5"
"Eastern Buffer","EM1","1986-01-16","1","Surface Water","N/A","N/A","N/A","80","N/A","160","160","N/A","N/A","N/A","N/A","N/A","33","N/A","N/A","N/A","16.3","N/A","N/A","N/A","N/A","1.2","N/A","N/A"
"Eastern Buffer","EM1","1986-01-16","1","Middle Water","0.7","N/A","2.1","86","N/A","200","200","N/A","N/A","N/A","8.2","N/A","33","N/A","N/A","42","16.1","N/A","0.1","N/A","0.06","1.4","N/A","N/A"
"Eastern Buffer","EM1","1986-01-16","1","Bottom Water","N/A","N/A","N/A","85","N/A","240","240","N/A","N/A","N/A","N/A","N/A","33","N/A","N/A","N/A","16.1","N/A","N/A","N/A","N/A","1.8","N/A","N/A"
"Eastern Buffer","EM1","1986-04-11","1","Surface Water","0.3","0.169","2","66","4.9","80","100","0.03","0.013","0.039","8.1","<0.2","33.8","2.5","0.49","1.5","19.1","0.21","0.68","0.72","0.08","1.9","0.006","N/A"
"Eastern Buffer","EM1","1986-04-11","1","Bottom Water","0.2","0.1","0.8","76","5.7","40","40","0.02","0.007","0.02","8.2","0.3","34","2.5","0.37","31","19.6","0.13","0.82","0.85","0.15","9","0.004","N/A"
"Eastern Buffer","EM1","1986-05-12","1","Surface Water","1","0.25","1.3","69","4.8","2800","2900","0.052","0.014","0.05","8","0.9","30.6","2.2","0.85","4","24.5","0.32","0.55","0.62","0.07","3.3","0.01","N/A"
"Eastern Buffer","EM1","1986-05-12","1","Bottom Water","0.5","0.119","0.6","84","6","270","300","0.018","0.006","0.02","8.1","0.8","33.5","2.2","0.36","1.5","24.6","0.14","0.25","0.27","0.02","1.2","0.006","N/A"
"Eastern Buffer","EM1","1986-06-09","1","Surface Water","N/A","N/A","N/A","87","5.9","1400","1700","N/A","N/A","N/A","N/A","N/A","32.2","3.5","N/A","N/A","25.8","N/A","N/A","N/A","N/A","1","N/A","N/A"
"Eastern Buffer","EM1","1986-06-09","1","Middle Water","0.4","0.025","2","87","5.9","N/A","N/A","0.011","0.01","0.01","8.1","<0.2","32.2","3.5","0.31","2","25.8","0.05","0.58","0.6","0.02","1.1","0.001","N/A"
"Eastern Buffer","EM1","1986-06-09","1","Bottom Water","N/A","N/A","N/A","80","5.5","62","94","N/A","N/A","N/A","N/A","N/A","32.3","3.5","N/A","N/A","25.7","N/A","N/A","N/A","N/A","1.1","N/A","N/A"
"Eastern Buffer","EM1","1986-07-07","1","Surface Water","2.3","0.38","14","66","4.6","3500","3500","0.092","0.028","0.039","8.1","7.1","23.9","1.8","1.3","3.5","26.5","0.5","1.4","1.52","0.09","3.1","0.026","N/A"
"Eastern Buffer","EM1","1986-07-07","1","Middle Water","0.6","0.079","5","60","4.3","N/A","N/A","0.055","0.031","0.02","8","2.4","30.7","1.8","0.98","2","23.2","0.17","0.83","0.92","0.05","1.9","0.003","N/A"
"Eastern Buffer","EM1","1986-07-07","1","Bottom Water","0.6","0.069","6.3","59","4.2","2400","2400","0.052","0.031","0.02","8","3.6","30.8","1.8","1.3","1.5","22.6","0.15","0.32","0.4","0.08","2.4","0.003","N/A"
"Eastern Buffer","EM1","1986-08-04","1","Surface Water","3.1","0.022","6.6","115","8.1","1300","1400","0.018","0.01","0.02","8.3","5.7","30.3","2","0.11","2.5","26.4","0.05","0.71","0.74","0.08","3.4","0.002","N/A"
"Eastern Buffer","EM1","1986-08-04","1","Middle Water","2.2","0.02","5.6","97","6.9","N/A","N/A","0.024","0.013","0.029","8.2","3","31","2","0.11","3.5","26.1","0.06","0.74","0.78","0.08","4.5","0.001","N/A"
"Eastern Buffer","EM1","1986-08-04","1","Bottom Water","2","0.22","22","71","5.1","2400","2400","0.029","0.017","0.029","8.2","9.2","31.3","2","0.17","5.5","25.2","0.27","0.65","0.7","0.09","4.1","0.014","N/A"
"Eastern Buffer","EM1","1986-09-01","1","Surface Water","1","0.289","10","54","3.4","7600","7800","0.031","0.029","0.05","7.9","2.7","30.8","1.9","0.31","1","29.5","0.35","0.78","0.84","0.06","3.4","0.013","N/A"
"Eastern Buffer","EM1","1986-09-01","1","Middle Water","0.5","0.25","2.7","44","2.8","N/A","N/A","0.022","0.033","0.039","7.8","0.5","32.1","1.9","0.85","8","28.6","0.31","0.58","0.64","0.06","5","0.01","1.5"
"Eastern Buffer","EM1","1986-09-01","1","Bottom Water","0.7","0.19","1.5","49","3.2","3400","3600","0.019","0.033","0.039","7.9","0.9","32.5","1.9","0.96","4.5","28.5","0.24","0.7","0.75","0.06","5.1","0.007","1.5"
"Eastern Buffer","EM1","1986-10-10","1","Surface Water","1.3","0.369","2.1","43","2.9","160","1700","0.06","0.029","0.05","8.1","0.3","32.8","1.5","0.82","6","27.1","0.46","0.63","0.72","0.06","5.3","0.022","1.5"
"Eastern Buffer","EM1","1986-10-10","1","Middle Water","1.2","0.33","1.5","47","3.1","N/A","N/A","0.05","0.02","0.05","8.1","0.6","32.9","1.5","0.83","2","27","0.4","0.49","0.56","0.1","6.1","0.021","1"
"Eastern Buffer","EM1","1986-10-10","1","Bottom Water","1.3","0.3","1","60","4","510","610","0.046","0.024","0.029","8.2","0.9","33","1.5","1","11","26.9","0.37","0.52","0.59","0.05","10","0.023","<0.5"
"Eastern Buffer","EM1","1986-11-10","1","Surface Water","0.4","0.139","1.7","82","5.8","80","130","0.04","0.022","0.029","8.2","0.4","33.5","N/A","0.65","3","23.5","0.2","0.38","0.44","0.03","3.8","0.009","1"
"Eastern Buffer","EM1","1986-11-10","1","Middle Water","0.6","0.13","2.5","81","5.7","N/A","N/A","0.031","0.022","0.029","8.2","<0.2","33.5","N/A","0.64","4","23.4","0.18","0.38","0.43","0.04","5.6","0.008","1.5"
"Eastern Buffer","EM1","1986-11-10","1","Bottom Water","0.7","0.13","1.7","81","5.7","430","460","0.031","0.019","0.029","8.2","0.8","33.4","N/A","0.69","3.5","23.4","0.18","0.38","0.43","0.04","5.2","0.007","1.5"
"Eastern Buffer","EM1","1986-12-08","1","Surface Water","0.3","0.086","1.3","81","6.2","530","530","0.11","0.019","0.029","8.1","<0.2","31.8","1.9","2.3","3","19.2","0.22","0.34","0.47","0.07","3","0.003","1"
"Eastern Buffer","EM1","1986-12-08","1","Middle Water","0.2","0.096","0.8","81","6.2","N/A","N/A","0.11","0.02","0.029","8.1","0.3","31.8","1.9","2.3","1","19.2","0.23","0.43","0.56","0.08","3","0.004","0.5"
"Eastern Buffer","EM1","1986-12-08","1","Bottom Water","0.2","0.09","1","81","6.2","600","600","0.1","0.02","0.029","8.1","<0.2","31.7","1.9","2.4","3","19.2","0.21","0.36","0.48","0.06","3.8","0.003","1.5"
"Eastern Buffer","EM2","1986-07-07","1","Surface Water","2.6","0.058","21","102","6.9","1400","1400","0.045","0.017","0.01","8.3","11","26.5","2.5","0.36","4","26.3","0.12","0.6","0.66","0.04","3.7","0.006","N/A"
"Eastern Buffer","EM2","1986-07-07","1","Middle Water","0.1","0.019","0.8","61","4.6","N/A","N/A","0.035","0.032","0.02","8.1","1.5","33.9","2.5","0.79","1.5","22.3","0.09","0.14","0.21","0.03","2.1","0.001","N/A"
"Eastern Buffer","EM2","1986-07-07","1","Bottom Water","0.1","0.029","0.6","64","4.7","120","120","0.032","0.034","0.02","8.1","1.3","34","2.5","0.79","1.5","22.1","0.1","0.29","0.36","0.03","1.3","0.001","N/A"
"Eastern Buffer","EM2","1986-08-04","1","Surface Water","1.7","0.059","16","120","8.3","790","850","0.014","0.007","0.01","8.3","7.4","30.9","N/A","0.05","3","27.6","0.08","0.49","0.51","0.05","2.4","0.006","N/A"
"Eastern Buffer","EM2","1986-08-04","1","Middle Water","2.2","0.069","29","104","7.2","N/A","N/A","0.021","0.011","0.01","8.2","8.6","31.1","N/A","0.05","3","26.8","0.1","0.58","0.61","0.08","3.2","0.006","N/A"
"Eastern Buffer","EM2","1986-08-04","1","Bottom Water","0.9","0.139","8.8","70","5","2800","2800","0.037","0.013","0.029","8.1","3.5","32.5","N/A","0.39","5","25.1","0.19","0.8","0.85","0.08","4.9","0.007","N/A"
"Eastern Buffer","EM2","1986-09-01","1","Surface Water","0.8","0.24","7.1","55","3.5","1900","1900","0.025","0.024","0.039","7.9","2.3","31.1","2.3","0.4","5","29.4","0.29","1.6","1.65","0.05","3.7","0.011","2"
"Eastern Buffer","EM2","1986-09-01","1","Middle Water","0.8","0.25","4.6","43","2.8","N/A","N/A","0.025","0.027","0.05","7.9","1.2","32","2.3","0.62","2.5","28.7","0.3","0.7","0.75","0.06","4.7","0.01","N/A"
"Eastern Buffer","EM2","1986-09-01","1","Bottom Water","0.8","0.25","1.7","56","3.7","4000","4100","0.02","0.028","0.039","7.9","N/A","33.2","2.3","0.83","3.5","28.1","0.3","0.68","0.73","0.04","4.6","0.01","1"
"Eastern Buffer","EM2","1986-10-10","1","Surface Water","1.4","0.25","<0.2","61","4","61","82","0.034","0.016","0.029","8.2","1.9","33","1.7","0.97","3.5","27.1","0.3","0.46","0.51","0.03","4.5","0.019","0.5"
"Eastern Buffer","EM2","1986-10-10","1","Middle Water","1.4","0.21","0.8","66","4.4","N/A","N/A","0.036","0.02","0.029","8.2","1","32.9","1.7","0.78","2.5","27","0.27","0.46","0.52","0.03","3.1","0.016","0.5"
"Eastern Buffer","EM2","1986-10-10","1","Bottom Water","1.4","0.19","1.1","69","4.6","290","290","0.035","0.017","0.029","8.2","<0.2","33.1","1.7","0.88","1.5","26.8","0.24","0.54","0.59","0.03","3.2","0.015","0.5"
"Eastern Buffer","EM2","1986-11-10","1","Surface Water","0.5","0.119","1.5","89","6.3","76","78","0.033","0.021","0.02","8.2","0.6","33.6","1.5","0.73","2.5","23.3","0.17","0.33","0.38","0.03","3.1","0.007","1.5"
"Eastern Buffer","EM2","1986-11-10","1","Middle Water","0.5","0.094","1.5","87","6.2","N/A","N/A","0.036","0.024","0.01","8.2","0.5","33.6","1.5","0.64","3","23.3","0.15","0.33","0.39","0.02","3","0.006","2"
"Eastern Buffer","EM2","1986-11-10","1","Bottom Water","0.2","0.07","1.7","87","6.1","60","70","0.032","0.019","0.02","8.2","0.4","33.5","1.5","0.65","6","23.2","0.12","0.33","0.38","0.02","7.2","0.004","1.5"
"Eastern Buffer","EM2","1986-12-08","1","Surface Water","0.4","0.022","1.3","90","6.9","7","7","0.11","0.019","0.02","8.2","<0.2","31.7","2.2","2.5","1","19.2","0.15","0.34","0.47","0.05","1.8","0.001","1"
"Eastern Buffer","EM2","1986-12-08","1","Middle Water","0.4","0.05","1.3","86","6.6","N/A","N/A","0.11","0.022","0.02","8.2","<0.2","31.8","2.2","2.7","3","19.2","0.18","0.37","0.5","0.05","2.4","0.002","2.5"
"Eastern Buffer","EM2","1986-12-08","1","Bottom Water","0.4","0.048","1.7","82","6.3","17","18","0.11","0.02","0.02","8.2","<0.2","31.7","2.2","3.6","1","19.2","0.18","0.27","0.4","0.04","1.8","0.002","0.5"
"Junk Bay","JM3","1986-01-16","1","Surface Water","N/A","N/A","N/A","73","N/A","80","80","N/A","N/A","N/A","N/A","N/A","32.8","N/A","N/A","N/A","16.5","N/A","N/A","N/A","N/A","1.6","N/A","N/A"
"Junk Bay","JM3","1986-01-16","1","Middle Water","1.3","N/A","7.3","74","N/A","70","70","N/A","N/A","N/A","8.1","N/A","32.9","N/A","N/A","43","16.5","N/A","0.4","N/A","0.06","1.3","N/A","N/A"
"Junk Bay","JM3","1986-01-16","1","Bottom Water","N/A","N/A","N/A","82","N/A","250","250","N/A","N/A","N/A","N/A","N/A","32.9","N/A","N/A","N/A","16.2","N/A","N/A","N/A","N/A","1.5","N/A","N/A"
"Junk Bay","JM3","1986-07-07","1","Surface Water","3.4","0.16","18","136","9.2","130","170","0.042","0.013","<0.01","8.5","9.3","24.7","1.6","N/A","5","27.1","0.22","0.66","0.72","0.06","4.8","0.024","1.5"
"Junk Bay","JM3","1986-07-07","1","Middle Water","0.7","0.006","8.6","56","4","N/A","N/A","0.046","0.03","0.01","8.2","3.7","32.3","1.6","1.1","3.5","22.5","0.08","0.64","0.72","0.06","2.5","0.001","1.5"
"Junk Bay","JM3","1986-07-07","1","Bottom Water","0.3","N/A","1","60","4.4","130","130","0.037","0.031","0.01","8.2","<0.2","33.7","1.6","1","2","22.2","N/A","1.6","1.67","0.05","2.3","N/A","0.5"
"Junk Bay","JM3","1986-08-04","1","Surface Water","1.5","0.119","8.4","134","9.1","<1","<1","0.03","0.009","<0.01","8.3","3.4","30.2","N/A","0.11","1.5","29","0.16","0.52","0.56","0.04","2","0.013","0.5"
"Junk Bay","JM3","1986-08-04","1","Middle Water","1.4","0.13","6.5","126","8.5","N/A","N/A","0.028","0.01","0.01","8.3","4.5","30.3","N/A","0.16","2","28.4","0.17","0.61","0.65","0.04","3.2","0.014","0.5"
"Junk Bay","JM3","1986-08-04","1","Bottom Water","1.3","0.037","4.8","58","4.3","27","33","0.008","0.005","<0.01","8.3","3.9","30.6","N/A","0.09","1.5","24.3","0.05","0.52","0.53","0.04","1.6","0.003","<0.5"
"Junk Bay","JM3","1986-09-01","1","Surface Water","0.4","0.309","5.9","91","5.8","2","2","0.038","0.024","0.01","8","15","31.6","2.2","0.07","2","29.6","0.37","0.73","0.79","0.04","1.6","0.018","2"
"Junk Bay","JM3","1986-09-01","1","Middle Water","1.2","0.25","5.3","48","3.1","N/A","N/A","0.024","0.02","<0.01","8","8.1","32.2","2.2","0.14","1.5","28.9","0.29","2","2.04","0.06","1.6","0.014","1"
"Junk Bay","JM3","1986-09-01","1","Bottom Water","0.5","0.22","1.9","50","3.2","730","860","0.017","0.028","0.039","7.9","<0.2","32.5","2.2","0.96","0.5","28.5","0.27","0.7","0.74","0.05","2.4","0.01","0.5"
"Junk Bay","JM3","1986-10-10","1","Surface Water","1.7","0.38","0.8","47","3.1","1300","1400","0.048","0.017","0.08","8.1","1","32.8","1.5","0.85","3","27","0.45","0.49","0.56","0.08","5.9","0.022","0.5"
"Junk Bay","JM3","1986-10-10","1","Middle Water","1.9","0.33","1.1","50","3.3","N/A","N/A","0.046","0.02","0.06","8.1","0.7","32.9","1.5","0.79","4.5","26.9","0.4","0.63","0.7","0.07","7","0.02","1"
"Junk Bay","JM3","1986-10-10","1","Bottom Water","1.7","0.3","0.8","54","3.6","1200","1400","0.045","0.017","0.039","8.1","0.8","32.8","1.5","0.82","2.5","26.8","0.36","0.52","0.58","0.08","9.1","0.017","1"
"Junk Bay","JM3","1986-10-11","1","Surface Water","N/A","N/A","N/A","N/A","N/A","1300","1400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Junk Bay","JM3","1986-11-10","1","Surface Water","0.6","0.11","0.8","87","6.1","2","2","0.031","0.015","0.02","8.3","2.8","33.6","1.2","0.62","2.5","23.1","0.16","0.39","0.44","0.04","4.1","0.007","1"
"Junk Bay","JM3","1986-11-10","1","Middle Water","0.7","0.1","2.5","85","6","N/A","N/A","0.028","0.022","0.02","8.3","0.6","33.6","1.2","0.6","4","23.1","0.15","0.34","0.39","0.04","5.1","0.007","1"
"Junk Bay","JM3","1986-11-10","1","Bottom Water","0.9","0.1","2.9","83","5.9","13","14","0.034","0.021","0.039","8.3","0.3","33.5","1.2","0.62","6","23","0.16","0.29","0.34","0.04","6.9","0.006","1.5"
"Junk Bay","JM3","1986-12-08","1","Surface Water","0.6","0.11","1.1","77","5.9","1400","1400","0.11","0.02","0.029","8.1","<0.2","31.8","1.8","3.4","1","19.2","0.24","0.59","0.72","0.08","3.1","0.004","1"
"Junk Bay","JM3","1986-12-08","1","Middle Water","0.4","0.119","0.8","77","5.9","N/A","N/A","0.11","0.019","0.029","8.1","<0.2","31.7","1.8","3","2","19.2","0.25","0.32","0.45","0.07","3.4","0.004","1"
"Junk Bay","JM3","1986-12-08","1","Bottom Water","0.4","0.13","1","77","5.9","1100","1000","0.11","0.019","0.039","8.1","<0.2","31.8","1.8","4.1","5","19.2","0.26","0.33","0.46","0.06","3.7","0.005","1.5"
"Junk Bay","JM4","1986-01-15","1","Surface Water","0.6","0.11","1.3","86","7","N/A","N/A","0.02","0.008","0.029","8.1","0.4","33.1","2","0.72","3","16.1","0.14","0.37","0.4","0.05","5.5","0.003","N/A"
"Junk Bay","JM4","1986-01-15","1","Bottom Water","0.8","0.119","2.1","85","6.8","N/A","N/A","0.02","0.008","0.029","8.1","0.7","33.1","2","0.65","3.5","16.1","0.15","0.41","0.44","0.05","7.4","0.003","N/A"
"Junk Bay","JM4","1986-02-17","1","Surface Water","1.1","0.027","9.5","92","7.6","N/A","N/A","0.018","0.009","0.01","8.2","2.5","33.3","1.5","0.75","4.5","15.1","0.05","0.26","0.29","0.04","4.1","0.001","N/A"
"Junk Bay","JM4","1986-02-17","1","Bottom Water","0.8","0.023","7.6","N/A","N/A","N/A","N/A","0.018","0.008","0.01","8.2","4.4","33.4","1.5","0.75","8.5","N/A","0.05","0.08","0.11","0.02","5.8","N/A","N/A"
"Junk Bay","JM4","1986-03-25","1","Surface Water","1.1","0.065","1.1","82","6.7","N/A","N/A","0.024","0.009","0.02","N/A","<0.2","33.4","2.5","0.73","2.5","16.3","0.1","0.38","0.41","0.03","1.6","N/A","N/A"
"Junk Bay","JM4","1986-03-25","1","Bottom Water","1.3","0.03","0.8","85","6.9","N/A","N/A","0.02","0.007","0.01","N/A","<0.2","33.1","2.5","0.69","1.5","16.5","0.06","0.37","0.4","0.03","2.2","N/A","N/A"
"Junk Bay","JM4","1986-04-11","1","Surface Water","0.9","0.139","8.5","77","5.7","3","4","0.037","0.015","0.029","8.2","<0.2","33.7","2.5","0.31","4","20.5","0.19","1.1","1.15","0.13","2","0.006","N/A"
"Junk Bay","JM4","1986-04-11","1","Bottom Water","0.2","0.085","0.5","75","5.6","11","13","0.016","0.007","0.029","8.2","<0.2","34","2.5","0.33","6","19.7","0.11","0.8","0.82","0.09","3.2","0.004","N/A"
"Junk Bay","JM4","1986-05-12","1","Surface Water","1","0.259","1.3","67","4.8","1200","1300","0.037","0.011","0.029","8.1","0.5","32.3","2.3","0.61","2","24.7","0.31","0.45","0.5","0.13","2.9","0.013","N/A"
"Junk Bay","JM4","1986-05-12","1","Bottom Water","0.9","0.199","1","83","5.8","780","870","0.016","0.009","0.029","8.1","1","32.7","2.3","0.51","1.5","24.6","0.22","0.38","0.41","0.09","1.1","0.01","N/A"
